1.443567802164928346e-02,nan,1.172556210508189992e-02,nan,9.338474179671731740e-03,nan,7.328843650511389363e-03,nan,5.553929216470090101e-03,nan,3.967505634247462352e-03,nan,2.649751728373504409e-03,nan,1.666386406531026893e-03,nan,9.802825210488831480e-04,nan,5.168445463795189130e-04,nan,2.145469460371322607e-04,nan,nan
1.296632909273261018e-02,nan,1.068178934538222165e-02,nan,8.598878816432807548e-03,nan,6.767741586590702088e-03,nan,5.138648335285945709e-03,nan,3.689808477631826168e-03,nan,2.478874111670704202e-03,nan,1.560568864426426080e-03,nan,9.181300143987678429e-04,nan,4.817364638221459166e-04,nan,1.994714017850916625e-04,nan,nan
2.154630732745154917e-02,nan,1.791592987567289241e-02,nan,1.453081385965247774e-02,nan,1.147516457543935886e-02,nan,8.728690946528333897e-03,nan,6.284953386015284214e-03,nan,4.237170699144580943e-03,nan,2.672451705390131889e-03,nan,1.569433206625028788e-03,nan,8.197778119731045790e-04,nan,3.392521343840148315e-04,nan,nan
3.267637704950088900e-02,nan,2.743086873682388724e-02,nan,2.242232107512131742e-02,nan,1.777406280544774342e-02,nan,1.353943239536581702e-02,nan,9.771024116067459145e-03,nan,6.610244140225512120e-03,nan,4.177259494916589488e-03,nan,2.447229524837171103e-03,nan,1.271609261170592899e-03,nan,5.263570485335523691e-04,nan,nan
4.472134151904158528e-02,nan,3.786202747750005981e-02,nan,3.119302250276641611e-02,nan,2.480915407490671964e-02,nan,1.892282863787397504e-02,nan,1.368592611055616075e-02,nan,9.290026132949102955e-03,nan,5.882032669773705827e-03,nan,3.436924069304851410e-03,nan,1.776523266719117400e-03,nan,7.365266437592907093e-04,nan,nan
5.473590911914609503e-02,nan,4.661708559135779167e-02,nan,3.865287010084971636e-02,nan,3.085139900578261901e-02,nan,2.358105435141938030e-02,nan,1.709668259223627237e-02,nan,1.164197552344204897e-02,nan,7.384558336719355791e-03,nan,4.304435515558533917e-03,nan,2.215472535228356875e-03,nan,9.218164761427961960e-04,nan,nan
5.962143388626257173e-02,nan,5.093909031285885625e-02,nan,4.239686428699430965e-02,nan,3.398767636985467605e-02,nan,2.605775712033412891e-02,nan,1.893977679848394755e-02,nan,1.293160810226643559e-02,nan,8.214493862648100317e-03,nan,4.778773370994658654e-03,nan,2.453924414740485567e-03,nan,1.027174964642016278e-03,nan,nan
5.794392579168894386e-02,nan,4.958013279584200933e-02,nan,4.135670458352801171e-02,nan,3.327669461379986066e-02,nan,2.558204233702098679e-02,nan,1.862684839823355171e-02,nan,1.273860771968474137e-02,nan,8.098521166977332153e-03,nan,4.704260678192688679e-03,nan,2.416296752265791395e-03,nan,1.020751960225679648e-03,nan,nan
5.089147516782510650e-02,nan,4.359781400715766891e-02,nan,3.642922516073128503e-02,nan,2.936601339154903609e-02,nan,2.259661581131217414e-02,nan,1.645270166077220098e-02,nan,1.125039973021089816e-02,nan,7.153891660748620644e-03,nan,4.151152734338613322e-03,nan,2.138178643667271520e-03,nan,9.163853205053509128e-04,nan,nan
4.133852312324446526e-02,nan,3.549678870242425899e-02,nan,2.972788939757467150e-02,nan,2.396723135664198534e-02,nan,1.841388758504299700e-02,nan,1.337334543378573132e-02,nan,9.129830581913845472e-03,nan,5.806916841099406777e-03,nan,3.367794704817462549e-03,nan,1.742574692553617525e-03,nan,7.637007686808967898e-04,nan,nan
3.205529388775657518e-02,nan,2.769259130667962171e-02,nan,2.332497795823287520e-02,nan,1.879416927029513296e-02,nan,1.438122675522214219e-02,nan,1.039299737143338509e-02,nan,7.088432705817004215e-03,nan,4.521139613949991080e-03,nan,2.623661260497860050e-03,nan,1.362234070201877008e-03,nan,6.175215880970498982e-04,nan,nan
