1.486682061264756223e-02,nan,1.214157290539538518e-02,nan,9.155274105809858842e-03,nan,5.098100831196588495e-03,nan,2.935337384755637175e-03,nan,1.636759484122966976e-03,nan,9.079808922950910769e-04,nan,5.410410904277929926e-04,nan,2.810365717078297564e-04,nan,1.597038439354982794e-04,nan,1.045158323653610827e-04,nan,5.095444609193190819e-05,nan,3.996709004232403906e-05,nan,6.354529277139413939e-05,nan,3.368121636603820944e-05,nan,nan
1.154224758132249909e-02,nan,9.970531040397934489e-03,nan,7.543591065000227955e-03,nan,4.486278722463578339e-03,nan,2.644163177431802479e-03,nan,1.497169035312029576e-03,nan,8.398981765357514586e-04,nan,4.686329134330237942e-04,nan,2.631304778994050905e-04,nan,1.517368793680439300e-04,nan,9.168814364422175499e-05,nan,5.014621564511132315e-05,nan,4.508008103971111730e-05,nan,5.377647886000880322e-05,nan,4.115378951033803732e-05,nan,nan
1.716888590214344854e-02,nan,1.547482061732862076e-02,nan,1.181629986393607952e-02,nan,7.329264545918581439e-03,nan,4.396423141096669068e-03,nan,2.523260716142582127e-03,nan,1.421078112788457274e-03,nan,7.976495435733423631e-04,nan,4.516651279103979510e-04,nan,2.621344379879062187e-04,nan,1.529366999762809588e-04,nan,9.120584070253683398e-05,nan,8.754166407784804425e-05,nan,1.083198150581718514e-04,nan,8.619206861159336682e-05,nan,nan
2.348138645577761002e-02,nan,2.190024596737941490e-02,nan,1.697002039795214232e-02,nan,1.090990913131050649e-02,nan,6.664663949279453145e-03,nan,3.866503676542296878e-03,nan,2.202281870690793279e-03,nan,1.249528238425397448e-03,nan,7.117870853683290174e-04,nan,4.135529813809288606e-04,nan,2.392171485736558300e-04,nan,1.583462938734740222e-04,nan,1.610359205381423141e-04,nan,2.135463937660669041e-04,nan,1.726198480223389235e-04,nan,nan
2.963939382762042357e-02,nan,2.824411658723886137e-02,nan,2.228051243559375783e-02,nan,1.470205731213673414e-02,nan,9.120574405355307696e-03,nan,5.336106877986181336e-03,nan,3.093455560920528504e-03,nan,1.776331010904909705e-03,nan,1.018483855376885574e-03,nan,5.911635268943738527e-04,nan,3.459357162170277025e-04,nan,2.458853462813313491e-04,nan,2.842035331487691272e-04,nan,4.057761028597338588e-04,nan,3.287978096230756973e-04,nan,nan
3.421196033070287440e-02,nan,3.301617987403668297e-02,nan,2.652570019438412613e-02,nan,1.781132053265825979e-02,nan,1.118528273464306985e-02,nan,6.608942814892289526e-03,nan,3.896564687209268588e-03,nan,2.265792648634816844e-03,nan,1.311142139360585088e-03,nan,7.628345131356130968e-04,nan,4.584481031988819747e-04,nan,3.496845550453908961e-04,nan,4.847479740411795809e-04,nan,7.364472465745195828e-04,nan,5.937844662051762219e-04,nan,nan
3.556946625175787940e-02,nan,3.470336640493196234e-02,nan,2.836805637929126420e-02,nan,1.928160013063157444e-02,nan,1.224305239613921771e-02,nan,7.312913233070701506e-03,nan,4.375059235725430214e-03,nan,2.579412996319860492e-03,nan,1.512912892983910062e-03,nan,8.891668210988006504e-04,nan,5.587075738019178480e-04,nan,4.882143895989605673e-04,nan,7.981996224237824155e-04,nan,1.269285937159936447e-03,nan,1.014832185506345545e-03,nan,nan
3.312721278532610586e-02,nan,3.278171000775813998e-02,nan,2.718883887332735824e-02,nan,1.867384868821848898e-02,nan,1.198111318205052032e-02,nan,7.245563557260704599e-03,nan,4.403543300319119613e-03,nan,2.637717905729061989e-03,nan,1.576508201723371633e-03,nan,9.474021249612563696e-04,nan,6.390747860607745232e-04,nan,6.714429333612297350e-04,nan,1.262959657775977263e-03,nan,2.068949080559078120e-03,nan,1.638603698962535831e-03,nan,nan
2.796371106566119397e-02,nan,2.826803075574513616e-02,nan,2.359627194438236944e-02,nan,1.638814513648522223e-02,nan,1.062102079398374865e-02,nan,6.538709523653370853e-03,nan,4.051668557696242942e-03,nan,2.475081432741974268e-03,nan,1.522259071499379316e-03,nan,9.534374274709001614e-04,nan,7.139444878030644284e-04,nan,9.143476164357937190e-04,nan,1.911047610880712471e-03,nan,3.179179008479582780e-03,nan,2.495068416323135713e-03,nan,nan
2.199183799772324796e-02,nan,2.308514011258569129e-02,nan,1.901883761605035333e-02,nan,1.339990908957962648e-02,nan,8.809524588551068125e-03,nan,5.568525322373466847e-03,nan,3.551525131145943318e-03,nan,2.233554891969332604e-03,nan,1.440579616534348956e-03,nan,9.654425390487050363e-04,nan,8.198855209141341083e-04,nan,1.238476858658355646e-03,nan,2.753735317952710811e-03,nan,4.595326982659187799e-03,nan,3.576721155581347438e-03,nan,nan
