4.228707920563338861e-05,nan,1.009372970267921317e-04,nan,3.844584260113393889e-04,nan,1.004580848031463554e-03,nan,nan
1.957536883982246895e-05,nan,6.532740776061412603e-05,nan,3.115505484199858669e-04,nan,9.310673786337032160e-04,nan,nan
2.354469231106517222e-05,nan,1.049787959234909978e-04,nan,5.193812147732702065e-04,nan,1.589460215258829429e-03,nan,nan
2.799929154247180897e-05,nan,1.570226889313295889e-04,nan,7.987491076168639530e-04,nan,2.505308408806361953e-03,nan,nan
3.283869097208956295e-05,nan,2.148545986088443507e-04,nan,1.121107355043705683e-03,nan,3.633398058509299759e-03,nan,nan
3.719067027803609241e-05,nan,2.660556978026184355e-04,nan,1.425095015463699686e-03,nan,4.853710972024402603e-03,nan,nan
3.983237271395984123e-05,nan,2.962201514763943954e-04,nan,1.638429960047384963e-03,nan,6.033354720131327287e-03,nan,nan
4.012079772722751853e-05,nan,2.973214393594261415e-04,nan,1.721829242461166837e-03,nan,7.143872578008986923e-03,nan,nan
3.821809007376699335e-05,nan,2.743007377959525328e-04,nan,1.701722713623600447e-03,nan,8.325261301611342271e-03,nan,nan
3.541206101996861129e-05,nan,2.426811439620771662e-04,nan,1.659753484465889854e-03,nan,9.824163605644533129e-03,nan,nan
3.408019386536236103e-05,nan,2.203874166827757969e-04,nan,1.690832413041196049e-03,nan,1.185252766031055609e-02,nan,nan
3.628451849139296812e-05,nan,2.232415316038262256e-04,nan,1.876714379347878226e-03,nan,1.450300681204824520e-02,nan,nan
4.236474144980388698e-05,nan,2.653033573555002708e-04,nan,2.288195247482344326e-03,nan,1.779135784055591724e-02,nan,nan
5.170805692268313364e-05,nan,3.593288269861449414e-04,nan,3.006184003131730838e-03,nan,2.172827867735659807e-02,nan,nan
6.564400549921704548e-05,nan,5.153814760116227824e-04,nan,4.141045940153152694e-03,nan,2.634638561187064090e-02,nan,nan
8.906722949242921680e-05,nan,7.499377546081110232e-04,nan,5.819962819581608882e-03,nan,3.169288762255347003e-02,nan,nan
1.276243586656129530e-04,nan,1.097133762027052055e-03,nan,8.149226791162830427e-03,nan,3.759870595813413763e-02,nan,nan
1.889816970897266392e-04,nan,1.604856032270421786e-03,nan,1.119071082171879672e-02,nan,4.356660224006132093e-02,nan,nan
2.999860535427739715e-04,nan,2.366702011797607204e-03,nan,1.501310613793509739e-02,nan,4.888638673361576925e-02,nan,nan
5.261537444187203670e-04,nan,3.611368659390235773e-03,nan,1.987108992403123844e-02,nan,5.302447451051275212e-02,nan,nan
9.814146392280146021e-04,nan,5.818408413576875611e-03,nan,2.646695133251110790e-02,nan,5.611404286266934160e-02,nan,nan
1.839721995967974651e-03,nan,9.793248020489151232e-03,nan,3.604362418092713766e-02,nan,5.904688590474273940e-02,nan,nan
3.334784545328547435e-03,nan,1.655647599613636542e-02,nan,4.987730888324708872e-02,nan,6.293807836335088557e-02,nan,nan
5.744759993208830608e-03,nan,2.687323616017219322e-02,nan,6.789068184229599123e-02,nan,6.809199114075394077e-02,nan,nan
9.644660002439960772e-03,nan,4.076188745620273196e-02,nan,8.711702064439860727e-02,nan,7.299385826021496937e-02,nan,nan
1.746956002514502351e-02,nan,5.844660238235008243e-02,nan,1.021630435732475972e-01,nan,7.460359766423353689e-02,nan,nan
3.774700182699382289e-02,nan,8.323278981991018288e-02,nan,1.090225908366772578e-01,nan,7.046197634153937572e-02,nan,nan
8.681569728464483271e-02,nan,1.206990534162683398e-01,nan,1.092572270216340680e-01,nan,6.076405820579955375e-02,nan,nan
1.673640457865976094e-01,nan,1.626827184554902883e-01,nan,1.059234551159454890e-01,nan,4.790371093718222284e-02,nan,nan
2.308410405655567932e-01,nan,1.767174649691740651e-01,nan,9.297928149094018824e-02,nan,3.404085742012790544e-02,nan,nan
4.364183996207701144e-01,nan,2.853847741228477397e-01,nan,1.289296695326628828e-01,nan,4.020615114570630366e-02,nan,nan
