1.608863495868061220e-04,1.573478887162609388e-04,1.610425869240740332e-04,1.631213071421177955e-04,1.605849432757528285e-04,1.663230299690554624e-04,1.668438330214472743e-04,1.809917823421788082e-04,1.801172602593701635e-04,1.859461416887115835e-04,1.970422051435345126e-04,2.033138617607383944e-04,2.195518485362525055e-04,2.353105454161736460e-04,2.549611295066884142e-04,2.762751858314023835e-04,3.019709826125025246e-04,3.381292387095921332e-04,3.669638645784754796e-04,4.031017906208891801e-04,4.645253061121047689e-04,4.892501899633061460e-04,5.429851883650305567e-04,5.845861984206519825e-04,6.363352160437538759e-04,6.808331095136357274e-04,7.244616797850572665e-04,7.981541570886305443e-04,8.086595729889464214e-04,8.665573087292180844e-04,8.521523725726547031e-04,6.930720830314106122e-04,6.563081143034720476e-04,7.737524883725041677e-04,6.197832305630033125e-04,5.118249696900274096e-04,4.516677498822258647e-04,4.863997932583594337e-04,3.559406096593529059e-04,2.902212666917384750e-04,2.960540019211387259e-04,2.081477953159872733e-04,1.880998933599825910e-04,1.872324193646101621e-04,1.223521635892240594e-04,1.015309969676061390e-04,8.857452548886305852e-05,7.307800630101260269e-05,6.251396811166779301e-05,5.600705647731142172e-05,5.408862848069067485e-05,4.400233027917221950e-05,3.737051850069049246e-05,4.306626458957569679e-05,3.153263454952578737e-05,2.944245668607392688e-05,2.701758637757245316e-05,2.895456486932524888e-05,2.948447261812922412e-05,2.448703043136553145e-05,2.846466930121545374e-05,2.479061171751671669e-05,2.276544675439114770e-05,2.294648472718709665e-05,2.276118254725676467e-05,2.311960438906643982e-05,2.333572335029225796e-05,2.340970884197520076e-05,2.409188282051080029e-05,2.578885543609360501e-05,2.881895140610300665e-05,2.799478549814016844e-05,2.709447949806320508e-05
1.618124125025475839e-04,1.572036874320968886e-04,1.581172613823767794e-04,1.576187133830994679e-04,1.568191062604189386e-04,1.604654728848367194e-04,1.599782346349015879e-04,1.635205156200186935e-04,1.678101372882880320e-04,1.758664408196694497e-04,1.834602527308068314e-04,1.885796553005486857e-04,2.029648490618456830e-04,2.162461387125930504e-04,2.322750980063803766e-04,2.525274014265070557e-04,2.740250965890145707e-04,3.040358169703764120e-04,3.333232918352492784e-04,3.635580804445207731e-04,4.090213648713647023e-04,4.412186657985033011e-04,4.937573619890002399e-04,5.264940663563287071e-04,5.766488689648115911e-04,6.207897978587418111e-04,6.564160091888836474e-04,6.879275470534228134e-04,7.104278063723635421e-04,6.845670647873278126e-04,6.813354541319480108e-04,6.344157172331444479e-04,5.992067848760756132e-04,5.677310229736977354e-04,5.452002223169142518e-04,4.711327399704300111e-04,4.145739439051966831e-04,4.099819377155599492e-04,3.281727514186280050e-04,2.715685718739520825e-04,2.431389113832010333e-04,1.970468367822508684e-04,1.714837304880961440e-04,1.583458790525551693e-04,1.160949833697292368e-04,9.577631657444002854e-05,8.362530327016259033e-05,6.988019256391895444e-05,5.962591013102382863e-05,5.324633782104246630e-05,4.934790137973926136e-05,4.339297156546687983e-05,3.659674849513660529e-05,3.509365523657940843e-05,3.106821812072100354e-05,2.925728603406444668e-05,2.712902367521324246e-05,2.681469166628633286e-05,2.769758850702581213e-05,2.499952938105886864e-05,2.566074743947502332e-05,2.424163027325077949e-05,2.340124342485349121e-05,2.366154473501643553e-05,2.358272460796944739e-05,2.405893342038864312e-05,2.449848862829600920e-05,2.447835873752952842e-05,2.518726582356483845e-05,2.687344175279377396e-05,2.684835354330818958e-05,2.856686035838075784e-05,2.843488925749775272e-05
3.018606721911565099e-04,2.917839273008041717e-04,2.905012061292027120e-04,2.873657145157384974e-04,2.857963710097291771e-04,2.889002082605299985e-04,2.863519733484591883e-04,2.891182051610896066e-04,2.960451043670278668e-04,3.098331000137436787e-04,3.198859185790273543e-04,3.270993373558127391e-04,3.513364867760390177e-04,3.706890425253909246e-04,3.962261986845647967e-04,4.323183428998615577e-04,4.647995147003836655e-04,5.122498124967404549e-04,5.615729696236674727e-04,6.106705264695868988e-04,6.817882683543940569e-04,7.387376609607663146e-04,8.255524148137714530e-04,8.798675081931257077e-04,9.658346917845822511e-04,1.042650707999808303e-03,1.096030046199699456e-03,1.129963517799328909e-03,1.172423307979322728e-03,1.148379669579398807e-03,1.141176655696100103e-03,1.069982413727598109e-03,1.014529231959347038e-03,9.575473764517173454e-04,8.930398480583911841e-04,8.015228445152262383e-04,7.036652055934266344e-04,6.703669319673869831e-04,5.520583907141010660e-04,4.655152209562347042e-04,4.039474946001443559e-04,3.405005835215195518e-04,2.879034235867275948e-04,2.574901882360479269e-04,2.016851223074921009e-04,1.667422264127198955e-04,1.453644149764913879e-04,1.233136834851973162e-04,1.051399370527875073e-04,9.404507941695222010e-05,8.592073035317673087e-05,7.649794024636688593e-05,6.614218052773420504e-05,6.257059201856175637e-05,5.696165157635805284e-05,5.382594899382266645e-05,5.041462371394950194e-05,4.898782162748447684e-05,5.014078710365491546e-05,4.702522772593728734e-05,4.630758990509431159e-05,4.569405386559089523e-05,4.467107941119126586e-05,4.523226784563041009e-05,4.530681433519215669e-05,4.635061811379777763e-05,4.735081316416947582e-05,4.736017257743315920e-05,4.880654411264619477e-05,5.160264556814605103e-05,5.172822397740827214e-05,5.502368418804084261e-05,5.534267480958192430e-05
5.428761347262607171e-04,5.213478189129304354e-04,5.138672876779468851e-04,5.046950646527121036e-04,4.991550406298586769e-04,4.978658924473161390e-04,4.899733130480132858e-04,4.907475386733858814e-04,4.981632104204745904e-04,5.162957413226860201e-04,5.281447457367578584e-04,5.357624714995737163e-04,5.726549011908824670e-04,5.966163085999510486e-04,6.327814442972478758e-04,6.899264272836518139e-04,7.337133437635291310e-04,8.014583576567460262e-04,8.764375568761903273e-04,9.489746500665908330e-04,1.051712522298338913e-03,1.141062633685721714e-03,1.271965523120017474e-03,1.353370365349160871e-03,1.483503456855872092e-03,1.603742381962318126e-03,1.678852971521198768e-03,1.733791054728389723e-03,1.785108326980970822e-03,1.775376412097754092e-03,1.764718210080711046e-03,1.658695149125134945e-03,1.582619880310707529e-03,1.487098896055321371e-03,1.365590071830133931e-03,1.254766038487747752e-03,1.098188795834334356e-03,1.023392298435599939e-03,8.561249620562958384e-04,7.334343823187477714e-04,6.346724629217859442e-04,5.414370747370996200e-04,4.502898886718061035e-04,3.985297114568061259e-04,3.242143520146841896e-04,2.697922697319151157e-04,2.353587265412927505e-04,2.030394159585612339e-04,1.736974487316254260e-04,1.561822345458310974e-04,1.424487654255733626e-04,1.266336519240984369e-04,1.131500086252811390e-04,1.066902765920429264e-04,9.941944384279608490e-05,9.450863628259259714e-05,8.969675871593777653e-05,8.682532165028170946e-05,8.810328726782017464e-05,8.490710037576936083e-05,8.268660895038897540e-05,8.340548334255276815e-05,8.228846717734343693e-05,8.347036634629245266e-05,8.411231250179696537e-05,8.628260591725499392e-05,8.807804035945243984e-05,8.860938885068806337e-05,9.160053319788519428e-05,9.590866717532769720e-05,9.731765419226775713e-05,1.029812773011204972e-04,1.044091828181767850e-04
9.452477312672470308e-04,8.996433903612865816e-04,8.783853758224974446e-04,8.559012422140671117e-04,8.382377757363086625e-04,8.260144091561992877e-04,8.061395846181553058e-04,8.012264910336470546e-04,8.028134515742291677e-04,8.186577351344300878e-04,8.301677624629934943e-04,8.330399182994362118e-04,8.811924144031587497e-04,9.059998913290764075e-04,9.486360981563566209e-04,1.024244617006076982e-03,1.079013500763291705e-03,1.164502906053523426e-03,1.267273946594832650e-03,1.361697374801078666e-03,1.496261422446018086e-03,1.621026967992799652e-03,1.796426567045940424e-03,1.906637394308349949e-03,2.079111907034636442e-03,2.243564917847987693e-03,2.347295184285248630e-03,2.436863610110341204e-03,2.489288825617933486e-03,2.495034955509085189e-03,2.483905989585271593e-03,2.343712789635749982e-03,2.245692387796779585e-03,2.114067209699250442e-03,1.927962454264606695e-03,1.792235182930082635e-03,1.563687915688423543e-03,1.440169363349226182e-03,1.220492792277239578e-03,1.055722772378401945e-03,9.230759998260626344e-04,7.875303610401474756e-04,6.530735686658467251e-04,5.771321703346341501e-04,4.802709975273915070e-04,4.044112822595593410e-04,3.548699449688592455e-04,3.107783214937919272e-04,2.688626883824128959e-04,2.440021260360545306e-04,2.235834484348679240e-04,1.995997901124171273e-04,1.836475185473523269e-04,1.740325934871586860e-04,1.651154563550637038e-04,1.587563531681844445e-04,1.529979690385393110e-04,1.486499541051343552e-04,1.502202369633741429e-04,1.475346131441800958e-04,1.441365370825738125e-04,1.463483566159195766e-04,1.462181862820129152e-04,1.487238562409124744e-04,1.508229671182462997e-04,1.550913889535739619e-04,1.580250302312264364e-04,1.601901333974251279e-04,1.662796588546094044e-04,1.727781568920390518e-04,1.774499103627447843e-04,1.868648771593098864e-04,1.905942875121851871e-04
1.586582354655624756e-03,1.501268174361874595e-03,1.453068884965219880e-03,1.402948169198306406e-03,1.358208318009512458e-03,1.324727149258922215e-03,1.282000316234030435e-03,1.263072981962377146e-03,1.245667256967861267e-03,1.246683616360474110e-03,1.251931589052288464e-03,1.239344833638569496e-03,1.289005898508829157e-03,1.307721001764389820e-03,1.345328477051949394e-03,1.424384705350119351e-03,1.487827139417330054e-03,1.579421612067497937e-03,1.708454803583929742e-03,1.809305537901465108e-03,1.965238475237782081e-03,2.118652432729089923e-03,2.322319559732962443e-03,2.455290586427142686e-03,2.654450581653437259e-03,2.846260434855963934e-03,2.987764237574869891e-03,3.098401852984610655e-03,3.157863145271970137e-03,3.166195452145870778e-03,3.156092939643616920e-03,2.999345702148252784e-03,2.864826644150211040e-03,2.736770646311924033e-03,2.483449433078880469e-03,2.319934696230586697e-03,2.021732167373823177e-03,1.852644941906139535e-03,1.593336163163889835e-03,1.387160125901843550e-03,1.224374203437272315e-03,1.047431709658642107e-03,8.755416851812291082e-04,7.772304096639742494e-04,6.573710879343927505e-04,5.633907579833568376e-04,5.008222425305061459e-04,4.442575139283611702e-04,3.922034973040642333e-04,3.609005869565529590e-04,3.322733517030694540e-04,3.023528511967838828e-04,2.847925271670456596e-04,2.730555231068682812e-04,2.624928822873247086e-04,2.564071927634104311e-04,2.507868101515144175e-04,2.458378808124694545e-04,2.485167435160259863e-04,2.474493799506123225e-04,2.436388590883380796e-04,2.473108918759085099e-04,2.506576356392820363e-04,2.559418142259956355e-04,2.610916596248632733e-04,2.690149278439470017e-04,2.741394863219221985e-04,2.796081101163171438e-04,2.914144914477903798e-04,3.014769803413576920e-04,3.124261470038569295e-04,3.279118426845493766e-04,3.359210599478446870e-04
2.560144701686658739e-03,2.420612310548188664e-03,2.325538740065511301e-03,2.225392949606860675e-03,2.131412658651087727e-03,2.059887642143608515e-03,1.979212454268838850e-03,1.931927028697612595e-03,1.874518864065474483e-03,1.843506437582253599e-03,1.830005888498796238e-03,1.784388966328719333e-03,1.816353441752776871e-03,1.815662018581076786e-03,1.831726970122169547e-03,1.889577764405283352e-03,1.951296063735292801e-03,2.027860055431453517e-03,2.147269311838471539e-03,2.251917365911459534e-03,2.406146710391961034e-03,2.570096428596774403e-03,2.765355857337702724e-03,2.909171448715505617e-03,3.105954540922479731e-03,3.295247275858564570e-03,3.495291795319321881e-03,3.573563588923942252e-03,3.642484275287771398e-03,3.638541822152093711e-03,3.625788513061704681e-03,3.475625105932545270e-03,3.292837904998984887e-03,3.192122003292309929e-03,2.907805030534819316e-03,2.720217407127385224e-03,2.378684434268641280e-03,2.181287321591167394e-03,1.900697728379502349e-03,1.676641332010231789e-03,1.482843578480814214e-03,1.285489904714333300e-03,1.091841761129007339e-03,9.820092912104462154e-04,8.426911761386742970e-04,7.388010991893404194e-04,6.693285424467903524e-04,6.027318580623487266e-04,5.463023743388026061e-04,5.121655397724786396e-04,4.759351872893678552e-04,4.440514295768268498e-04,4.266853390898869727e-04,4.152843132972836005e-04,4.038506482100624804e-04,4.007812566490125995e-04,3.968651305394120055e-04,3.938062374004203570e-04,3.992475815390114256e-04,4.016351414413919774e-04,3.989671537877515395e-04,4.050207722420804172e-04,4.148368784699821114e-04,4.254755324118729182e-04,4.361717284853123384e-04,4.500412014087195461e-04,4.597078592331922545e-04,4.708160461566524881e-04,4.922032448822570268e-04,5.084108074050198425e-04,5.298987853701675552e-04,5.551138827433016150e-04,5.704011486714853901e-04
3.985202562435877574e-03,3.761482807551742077e-03,3.593029335430187720e-03,3.415298773261118536e-03,3.245173811817616671e-03,3.111553325960319041e-03,2.972780205484932842e-03,2.877509167852376846e-03,2.753277125011584572e-03,2.670100526270386548e-03,2.617912916372386409e-03,2.516905482438340416e-03,2.505325888121814459e-03,2.463996991989706939e-03,2.441681968360877829e-03,2.451483770091660973e-03,2.488977815241925039e-03,2.524709654512593843e-03,2.594414694574249860e-03,2.690120543279254321e-03,2.811116063842386027e-03,2.953545669653605266e-03,3.102035057230613426e-03,3.236433886472045007e-03,3.397462621341827780e-03,3.555082800925917809e-03,3.772073891367112852e-03,3.808700398965232745e-03,3.873451496909899056e-03,3.852093469889815002e-03,3.829540573267142724e-03,3.690325336137071678e-03,3.480195099414441252e-03,3.374766060522155393e-03,3.126830911323021534e-03,2.927025719717412169e-03,2.584729452372131527e-03,2.387260017989824030e-03,2.099015669618675695e-03,1.902004780122301068e-03,1.682915524144750711e-03,1.489517559633633803e-03,1.293211360909676984e-03,1.186145364012714714e-03,1.037823520928738081e-03,9.336332501662183720e-04,8.642666035771707014e-04,7.952072207381912124e-04,7.407706541475725598e-04,7.098216186286754326e-04,6.698728954218716993e-04,6.393552075965833496e-04,6.248909619121550876e-04,6.170495975562066042e-04,6.071086592580085105e-04,6.098793551223226275e-04,6.099153711142616535e-04,6.126391504494301497e-04,6.234889578125550223e-04,6.319265655313481989e-04,6.332313553833264410e-04,6.443582185444865842e-04,6.632913289374312103e-04,6.830355479483248655e-04,7.029121769355604768e-04,7.258254138145025592e-04,7.439451720997607457e-04,7.641291404814318277e-04,8.003170695632517940e-04,8.268102006724612667e-04,8.644834200567125954e-04,9.047446547582068234e-04,9.316453155651770049e-04
5.951824133726158275e-03,5.607086627217721178e-03,5.334200107039071929e-03,5.050965705049121658e-03,4.777363597454741678e-03,4.553337849380322336e-03,4.332515161496763335e-03,4.166150642788944876e-03,3.947496464526701818e-03,3.790674033100035253e-03,3.674964849132361395e-03,3.497295274742996240e-03,3.414338239175310034e-03,3.309175033774343702e-03,3.232086393167085160e-03,3.169805009236712455e-03,3.154668363200230970e-03,3.126748205229601483e-03,3.131672568203038715e-03,3.181398240166088617e-03,3.239547460153216051e-03,3.315163399292069771e-03,3.400487536347915948e-03,3.494453070249771073e-03,3.597951484663455910e-03,3.703282284438053421e-03,3.842002505171675936e-03,3.874422220223461624e-03,3.919253457601122939e-03,3.876856258475400944e-03,3.841242240671497409e-03,3.693871734981431666e-03,3.493029432872342497e-03,3.367490528310559689e-03,3.175254327586629882e-03,2.981548007622649137e-03,2.674852936090061067e-03,2.504328751334781392e-03,2.224143942842899714e-03,2.086490032926961377e-03,1.863938496915376998e-03,1.685869106232878393e-03,1.502980991513389302e-03,1.404364098742641410e-03,1.266668073320465241e-03,1.169464676679116870e-03,1.105158118204094481e-03,1.043054392129417118e-03,9.960165696018276858e-04,9.733685093414388805e-04,9.345614631286715745e-04,9.099236349003914657e-04,9.009973992889496212e-04,8.998261538827080630e-04,8.951084074060165112e-04,9.062302969219059555e-04,9.135256568843939853e-04,9.260780037022898776e-04,9.460647616887524767e-04,9.640874055623472423e-04,9.738145914110188286e-04,9.941730900398057947e-04,1.024869265283124978e-03,1.058358665406905486e-03,1.092498062495706216e-03,1.128463800480141279e-03,1.160608272703199688e-03,1.194690605473002236e-03,1.252423709146122154e-03,1.294971826792932742e-03,1.355707297382586487e-03,1.418116167133202325e-03,1.462781744377324123e-03
8.465269319260183487e-03,7.970909804644023267e-03,7.562199363966179595e-03,7.151075034977656848e-03,6.750118772113713507e-03,6.407885461717821411e-03,6.083041208096264148e-03,5.820805543909680392e-03,5.486494068334697022e-03,5.235645997550561828e-03,5.032444827874762300e-03,4.763758819800663867e-03,4.585157303048365343e-03,4.397160522874881197e-03,4.252248768693411146e-03,4.097494051017820313e-03,4.006853694413780274e-03,3.901716396797618152e-03,3.826962135277955229e-03,3.805859720385609650e-03,3.783729978419894582e-03,3.761555393525049980e-03,3.775690496122653325e-03,3.802734380324156171e-03,3.840649986055033431e-03,3.882381797451931599e-03,3.946987339020147784e-03,3.925544937567602109e-03,3.939124290438919887e-03,3.867386924742349536e-03,3.819229143253512725e-03,3.642445692620358867e-03,3.476833626697865831e-03,3.333813592159712031e-03,3.182452748496223446e-03,3.011649506930373470e-03,2.754133763314486026e-03,2.621908607311435133e-03,2.364742909670932303e-03,2.281989641574374682e-03,2.083871754575213672e-03,1.926059434352398814e-03,1.767919908706216351e-03,1.674022482119146959e-03,1.566756319002800615e-03,1.480929842684255461e-03,1.424388623153316664e-03,1.374397913157496308e-03,1.340019065773712017e-03,1.326938751124369029e-03,1.293466610796735949e-03,1.281151045361236590e-03,1.279849930577898597e-03,1.288179229230088877e-03,1.292800159847035330e-03,1.314965424280771728e-03,1.333743452883868726e-03,1.359489150836061489e-03,1.393429421819389813e-03,1.425924761196146551e-03,1.449931491118137700e-03,1.485145797958173711e-03,1.531310242361793097e-03,1.583912353409386862e-03,1.638956803547273432e-03,1.693491456757773841e-03,1.746812988878553843e-03,1.800993462674779430e-03,1.888645021833805374e-03,1.954606586864112219e-03,2.046073344090774786e-03,2.139493649453418252e-03,2.210384594871595259e-03
