7.429727913555956263e-03,nan,4.543604014383932979e-03,nan,2.582758195403763585e-03,nan,1.385262926140305457e-03,nan,7.199213299497547952e-04,nan,3.457476432096165723e-04,nan,1.624876142136586171e-04,nan,7.493101296887744157e-05,nan,2.539561507772131288e-05,nan,6.057368780495249634e-06,nan,2.361406163292266149e-06,nan,nan
6.453981003301110381e-03,nan,3.982267553637036661e-03,nan,2.287571264675544898e-03,nan,1.235659298287499798e-03,nan,6.356158447131645068e-04,nan,3.117876449645446638e-04,nan,1.477305773348801764e-04,nan,6.752171408741072301e-05,nan,2.309882444969071206e-05,nan,5.819296641166450776e-06,nan,2.207962832030309098e-06,nan,nan
1.053288005291286300e-02,nan,6.539193749568015732e-03,nan,3.778856387411082523e-03,nan,2.048973323094942234e-03,nan,1.056105906176563365e-03,nan,5.212075183629165951e-04,nan,2.480366502195688696e-04,nan,1.107687792955874595e-04,nan,3.881343328204095862e-05,nan,1.034219010572992202e-05,nan,3.787981870380242060e-06,nan,nan
1.566839403327268190e-02,nan,9.803709409679511530e-03,nan,5.696314282894806603e-03,nan,3.100302357054843683e-03,nan,1.602226245009861355e-03,nan,7.952822160557001521e-04,nan,3.798186134677091147e-04,nan,1.663453897370823224e-04,nan,5.941640789149792319e-05,nan,1.731275840583451154e-05,nan,5.971059642622928595e-06,nan,nan
2.105233007864065753e-02,nan,1.328164397516490118e-02,nan,7.750999565268943368e-03,nan,4.233468437819755924e-03,nan,2.193132806489772081e-03,nan,1.094603233724317009e-03,nan,5.244530882363298381e-04,nan,2.269686423485476430e-04,nan,8.202686132445784640e-05,nan,2.657335131201644935e-05,nan,8.581463677645412186e-06,nan,nan
2.536724440826878396e-02,nan,1.611790717384901234e-02,nan,9.435494853357258987e-03,nan,5.170217230762861466e-03,nan,2.683163866110453884e-03,nan,1.346322920016746003e-03,nan,6.471631805152186284e-04,nan,2.786943591888111933e-04,nan,1.014912007276058095e-04,nan,3.578555291751289903e-05,nan,1.120796319947343732e-05,nan,nan
2.730306181129187049e-02,nan,1.741008850222438425e-02,nan,1.021288510070347301e-02,nan,5.613830993752942124e-03,nan,2.916367759539112165e-03,nan,1.470997565804035932e-03,nan,7.092174150674908448e-04,nan,3.057970437159440724e-04,nan,1.122490486758950362e-04,nan,4.187483050165389728e-05,nan,1.330407833780409675e-05,nan,nan
2.626720612017129086e-02,nan,1.673962153220650423e-02,nan,9.832441644219289817e-03,nan,5.422338367847120456e-03,nan,2.817535481728394072e-03,nan,1.428587512939746493e-03,nan,6.909746979214036276e-04,nan,3.001328519754819634e-04,nan,1.114725129235280386e-04,nan,4.413013384730760596e-05,nan,1.454872595191315821e-05,nan,nan
2.255754826926485018e-02,nan,1.448758494633685737e-02,nan,8.518802451441764845e-03,nan,4.714298825463254621e-03,nan,2.448761267398363254e-03,nan,1.248085590803374662e-03,nan,6.078151851052162507e-04,nan,2.673307886164340676e-04,nan,1.011101828702730551e-04,nan,4.342692230946709503e-05,nan,1.528776576857496247e-05,nan,nan
1.785533879345393288e-02,nan,1.158002285229354882e-02,nan,6.824413375004769952e-03,nan,3.789603842338319217e-03,nan,1.969288451710344071e-03,nan,1.008350875981551490e-03,nan,4.991003687628024548e-04,nan,2.227890168600049397e-04,nan,8.624087145462882415e-05,nan,4.072542354692107404e-05,nan,1.613934086343627819e-05,nan,nan
