1.523639728194310216e-03,nan,1.588764522093312698e-03,nan,1.521849936998683102e-03,nan,1.144522011485216454e-03,nan,8.519043967569487003e-04,nan,6.375039594630561900e-04,nan,4.652700330537286409e-04,nan,3.165207655899808818e-04,nan,2.003770689171347310e-04,nan,1.287861642019957334e-04,nan,8.898462751621211608e-05,nan,nan
1.369949047665323591e-03,nan,1.430067963569044360e-03,nan,1.383746524121095634e-03,nan,1.050824356518056946e-03,nan,7.857002558372535791e-04,nan,5.894128407957519109e-04,nan,4.302114152129745761e-04,nan,2.918991173822758065e-04,nan,1.810794879016231070e-04,nan,1.105041424780577242e-04,nan,7.566680093917745216e-05,nan,nan
2.394938332784092919e-03,nan,2.515397840324737691e-03,nan,2.452160500570500952e-03,nan,1.871440918890377239e-03,nan,1.398808209806606416e-03,nan,1.047229543263490832e-03,nan,7.623329201585607885e-04,nan,5.152736656916285683e-04,nan,3.166033106100024988e-04,nan,1.862531500898034537e-04,nan,1.245005399394843353e-04,nan,nan
3.983497201312972275e-03,nan,4.228865017175826788e-03,nan,4.162788659369913435e-03,nan,3.194231158633506137e-03,nan,2.383775999449611049e-03,nan,1.779761483069031537e-03,nan,1.291964324291268581e-03,nan,8.701403079872186688e-04,nan,5.312232643860765550e-04,nan,3.035832906667136361e-04,nan,1.973470508553396398e-04,nan,nan
6.299931137957251459e-03,nan,6.768422523444870414e-03,nan,6.738278105900131001e-03,nan,5.208136726011081477e-03,nan,3.886436676385079513e-03,nan,2.898726564992313692e-03,nan,2.101465209555862957e-03,nan,1.412160963796933516e-03,nan,8.580611963889897293e-04,nan,4.808140677775384455e-04,nan,2.947741836169018824e-04,nan,nan
9.506466530645303614e-03,nan,1.031098378532604824e-02,nan,1.037770700119240892e-02,nan,8.108470504379622704e-03,nan,6.073267592654682523e-03,nan,4.539155715930543594e-03,nan,3.293618572167934019e-03,nan,2.211786914228547340e-03,nan,1.339083629759023602e-03,nan,7.410179758823165356e-04,nan,4.233793644865954599e-04,nan,nan
1.377850393174427299e-02,nan,1.502950392338677985e-02,nan,1.526568226205713558e-02,nan,1.210295214585293579e-02,nan,9.133336259071138385e-03,nan,6.860063826784941303e-03,nan,4.992176942523116057e-03,nan,3.354534045699386711e-03,nan,2.025193407317217500e-03,nan,1.111983623184721040e-03,nan,6.091650024474298993e-04,nan,nan
1.930708707348344558e-02,nan,2.109673842828760013e-02,nan,2.157322696950902952e-02,nan,1.740815478808542538e-02,nan,1.327436211015493514e-02,nan,1.004204650047180354e-02,nan,7.340898649433409175e-03,nan,4.941031743501208759e-03,nan,2.977531112653722129e-03,nan,1.626048687102483363e-03,nan,8.715168572173507275e-04,nan,nan
2.623290332175338968e-02,nan,2.860170720884191997e-02,nan,2.936308896366474422e-02,nan,2.417792323677419794e-02,nan,1.867900645119072861e-02,nan,1.425917992988675644e-02,nan,1.048508670997121660e-02,nan,7.075903665344723467e-03,nan,4.261793479941573294e-03,nan,2.316872822613375623e-03,nan,1.219452618234791261e-03,nan,nan
3.452057564231805764e-02,nan,3.741415269800412585e-02,nan,3.844803821534912430e-02,nan,3.237536677729673656e-02,nan,2.541283998270639499e-02,nan,1.961316795598091675e-02,nan,1.452522810787199546e-02,nan,9.838238849367575423e-03,nan,5.931759233615333665e-03,nan,3.216777321172949004e-03,nan,1.670050794307191815e-03,nan,nan
4.385228281617419011e-02,nan,4.709458620943349910e-02,nan,4.831055207035982874e-02,nan,4.166704848852572501e-02,nan,3.332714826750157733e-02,nan,2.605362574475909854e-02,nan,1.945544641375231837e-02,nan,1.323816581002841206e-02,nan,8.000653415667751886e-03,nan,4.340590044330429158e-03,nan,2.228007687189814331e-03,nan,nan
5.360747298521616189e-02,nan,5.690585136054943094e-02,nan,5.813502908120100204e-02,nan,5.140209498106682734e-02,nan,4.200933696426046443e-02,nan,3.332460853577620674e-02,nan,2.511614804535311149e-02,nan,1.718054478225560650e-02,nan,1.041817012927364651e-02,nan,5.664351245136335471e-03,nan,2.874051863206015644e-03,nan,nan
6.293130214734797556e-02,nan,6.591402085052873450e-02,nan,6.693330897172047877e-02,nan,6.068252219961692284e-02,nan,5.079883518388823849e-02,nan,4.095777633956457220e-02,nan,3.118051251908744367e-02,nan,2.145384352639404316e-02,nan,1.306437361589226666e-02,nan,7.123102893418973430e-03,nan,3.587115111955494883e-03,nan,nan
7.086515923145750295e-02,nan,7.314490232087161870e-02,nan,7.372209247340838489e-02,nan,6.850608139348275671e-02,nan,5.886497915020912075e-02,nan,4.831430768635398831e-02,nan,3.717959505123486635e-02,nan,2.574732256351118867e-02,nan,1.575841488483029768e-02,nan,8.624692210812842652e-03,nan,4.338637089203497242e-03,nan,nan
7.651305789927934087e-02,nan,7.776293450288372655e-02,nan,7.771041183888680037e-02,nan,7.395361122881226323e-02,nan,6.533936980063574651e-02,nan,5.467632917519472946e-02,nan,4.257140775112368269e-02,nan,2.970157469448503340e-02,nan,1.829372753322057801e-02,nan,1.007365933083295174e-02,nan,5.094500680376959703e-03,nan,nan
7.921014291109870764e-02,nan,7.923223598973995474e-02,nan,7.845271002339090916e-02,nan,7.637649869282334136e-02,nan,6.948179106150145778e-02,nan,5.938092942994932510e-02,nan,4.685362391190233539e-02,nan,3.299816817133762598e-02,nan,2.050704425001354664e-02,nan,1.141653677266306344e-02,nan,5.858556929242375762e-03,nan,nan
7.865170168888940827e-02,nan,7.741860288789226274e-02,nan,7.593009186639687602e-02,nan,7.553379166671105038e-02,nan,7.084258059535419871e-02,nan,6.197482874263098712e-02,nan,4.970629844262025587e-02,nan,3.548643777992129683e-02,nan,2.238602139707092722e-02,nan,1.272727580553617392e-02,nan,6.745645018115488910e-03,nan,nan
7.494829912473235933e-02,nan,7.260735914631914756e-02,nan,7.054271702629064111e-02,nan,7.164276974618542793e-02,nan,6.937929512824426992e-02,nan,6.235478390933874016e-02,nan,5.113726508572066787e-02,nan,3.732864367043746412e-02,nan,2.420608824260126954e-02,nan,1.433388949696644959e-02,nan,8.085395042699046117e-03,nan,nan
6.859397247999486635e-02,nan,6.543653681258791710e-02,nan,6.302160216012757388e-02,nan,6.533360813944630308e-02,nan,6.549364087697813475e-02,nan,6.084928065947573655e-02,nan,5.158024362148021236e-02,nan,3.911458789425158178e-02,nan,2.666096241071687356e-02,nan,1.695965286297229993e-02,nan,1.055710317808732264e-02,nan,nan
6.036018788133807461e-02,nan,5.676574197228707180e-02,nan,5.428666028967784468e-02,nan,5.752288354755999422e-02,nan,5.996842736241178584e-02,nan,5.819038818051493894e-02,nan,5.186816888138841286e-02,nan,4.185313821516058880e-02,nan,3.089587605290763581e-02,nan,2.179633652724251996e-02,nan,1.527879414061496591e-02,nan,nan
5.114590663149343186e-02,nan,4.751637235108427393e-02,nan,4.528224330467394559e-02,nan,4.923139189923925185e-02,nan,5.379663431491267522e-02,nan,5.532912565368178215e-02,nan,5.299967143393555236e-02,nan,4.671858640169648108e-02,nan,3.828898748215040643e-02,nan,3.034033367449139734e-02,nan,2.367984550383522152e-02,nan,nan
4.181591996355047552e-02,nan,3.851445836368399406e-02,nan,3.681434236116904596e-02,nan,4.137142784751992458e-02,nan,4.791250043982790002e-02,nan,5.308747724436052584e-02,nan,5.567595189179399412e-02,nan,5.448092207007638327e-02,nan,4.984512859510165789e-02,nan,4.380806118442195918e-02,nan,3.702094323000897080e-02,nan,nan
3.306952536239088358e-02,nan,3.036991620961820154e-02,nan,2.942311568286244683e-02,nan,3.455029219348276087e-02,nan,4.289376461862371565e-02,nan,5.175091314184251945e-02,nan,5.975171100921091577e-02,nan,6.475713226148867296e-02,nan,6.527377429818026489e-02,nan,6.214240826416209812e-02,nan,5.546397153686540016e-02,nan,nan
2.537137882309732639e-02,nan,2.342218344430225738e-02,nan,2.332600678251401174e-02,nan,2.895598412060322591e-02,nan,3.876437485684052636e-02,nan,5.082025611052539554e-02,nan,6.392806891215198350e-02,nan,7.551058278242653299e-02,nan,8.220541277830040183e-02,nan,8.302084933344021367e-02,nan,7.698945838940494946e-02,nan,nan
1.893312928424343081e-02,nan,1.774275385283337683e-02,nan,1.843363296279730904e-02,nan,2.436616119871333128e-02,nan,3.501573557954960891e-02,nan,4.914127889111364472e-02,nan,6.603309737220010300e-02,nan,8.334717987015961838e-02,nan,9.630101710955428496e-02,nan,1.017340688886550770e-01,nan,9.716613389096885600e-02,nan,nan
1.375777862697402307e-02,nan,1.320833317281286043e-02,nan,1.446497627571693111e-02,nan,2.033125238943781291e-02,nan,3.092571535584956455e-02,nan,4.549370188992474945e-02,nan,6.398743272488971456e-02,nan,8.486092461016271626e-02,nan,1.027841649198892732e-01,nan,1.127203561161336243e-01,nan,1.106933230585754879e-01,nan,nan
9.724625207624038384e-03,nan,9.618341436524038141e-03,nan,1.112449585807486971e-02,nan,1.646445312123397814e-02,nan,2.603433851507129873e-02,nan,3.935017168401620108e-02,nan,5.698970469475309053e-02,nan,7.844693367600084899e-02,nan,9.887035011638710402e-02,nan,1.123757138015834128e-01,nan,1.144570330051538076e-01,nan,nan
6.666386051187545361e-03,nan,6.791670421119251101e-03,nan,8.238338789898439624e-03,nan,1.265561034113216708e-02,nan,2.045334909659275377e-02,nan,3.127048313493986653e-02,nan,4.608839633709288508e-02,nan,6.532424728803769287e-02,nan,8.543063580167711835e-02,nan,1.011750492070787183e-01,nan,1.095273715413252330e-01,nan,nan
4.413573552200259972e-03,nan,4.603496812463969690e-03,nan,5.779743977853734997e-03,nan,9.077444325181765680e-03,nan,1.479118263435184183e-02,nan,2.262011932393912308e-02,nan,3.365646210022869150e-02,nan,4.888805104193894024e-02,nan,6.640452729800382092e-02,nan,8.288117025047410380e-02,nan,9.867559905849518365e-02,nan,nan
2.808265642797097995e-03,nan,2.967936461969394608e-03,nan,3.796275522705427549e-03,nan,6.013128191522060760e-03,nan,9.778917359673554646e-03,nan,1.484213839433491493e-02,nan,2.216364706505261420e-02,nan,3.288299356361824161e-02,nan,4.645740340541960195e-02,nan,6.164340242217537791e-02,nan,8.195847716115280124e-02,nan,nan
3.842439741052246921e-03,nan,3.977161510041447336e-03,nan,4.985085541542192376e-03,nan,7.719921663774923296e-03,nan,1.224864490370879827e-02,nan,1.795122780712413851e-02,nan,2.638889385078708322e-02,nan,3.985252928802125727e-02,nan,5.932456107165237635e-02,nan,8.487585842230530031e-02,nan,1.241451990439629977e-01,nan,nan
