5.074906767722777942e-05,nan,7.936113369615854264e-05,nan,2.027192196026564482e-04,nan,nan
4.518645458525335519e-05,nan,7.208458851794807538e-05,nan,1.824752460043028697e-04,nan,nan
7.866902991632661996e-05,nan,1.269598555049330916e-04,nan,3.169130524692836850e-04,nan,nan
1.326746615655346919e-04,nan,2.170144643950704870e-04,nan,5.297492496153683459e-04,nan,nan
2.186228548223942067e-04,nan,3.631268870091291438e-04,nan,8.601865658493444656e-04,nan,nan
3.517214941413649679e-04,nan,5.939071785302519604e-04,nan,1.359511929916792754e-03,nan,nan
5.502004584045759464e-04,nan,9.442620272696317226e-04,nan,2.089309650890504386e-03,nan,nan
8.350017894184569647e-04,nan,1.454171265255432399e-03,nan,3.119774698486832681e-03,nan,nan
1.227511474815637903e-03,nan,2.165418255292181609e-03,nan,4.520153558750464144e-03,nan,nan
1.738092312625468157e-03,nan,3.114473615954187376e-03,nan,6.341362514829272656e-03,nan,nan
2.363321428190880581e-03,nan,4.316732847944888991e-03,nan,8.591954609228296888e-03,nan,nan
3.092264816624468518e-03,nan,5.756569685373844926e-03,nan,1.121722019204230217e-02,nan,nan
3.886688862361701701e-03,nan,7.381284198174075349e-03,nan,1.409140678226079510e-02,nan,nan
4.686925250121474519e-03,nan,9.091632385131857494e-03,nan,1.702280902205241878e-02,nan,nan
5.424922212839227570e-03,nan,1.075825737898817788e-02,nan,1.978422477080046121e-02,nan,nan
6.038292502679626014e-03,nan,1.225620380275755164e-02,nan,2.218028323090165746e-02,nan,nan
6.501947594542304386e-03,nan,1.351526274342132114e-02,nan,2.414117227371156624e-02,nan,nan
6.877337585239989143e-03,nan,1.459949744325917016e-02,nan,2.583358976062293325e-02,nan,nan
7.376070116872325381e-03,nan,1.581073046772685925e-02,nan,2.775908902840120915e-02,nan,nan
8.425562705841016867e-03,nan,1.777689427542528469e-02,nan,3.075747040283269979e-02,nan,nan
1.068533443601224486e-02,nan,2.142444519134085318e-02,nan,3.580767790327082228e-02,nan,nan
1.490211388798562409e-02,nan,2.769823579361357230e-02,nan,4.355991806703062019e-02,nan,nan
2.152722237650794151e-02,nan,3.698905530992210172e-02,nan,5.371176654071331547e-02,nan,nan
3.020537629390961792e-02,nan,4.849744690607540876e-02,nan,6.457479677160481157e-02,nan,nan
3.958468049766911828e-02,nan,6.013960186061976382e-02,nan,7.336064668547920276e-02,nan,nan
4.862615546746347495e-02,nan,6.998817771818892364e-02,nan,7.768002147233854515e-02,nan,nan
6.058364677228366552e-02,nan,7.947618029040150189e-02,nan,7.789839073083756893e-02,nan,nan
8.621738023881403423e-02,nan,9.439130716910175412e-02,nan,7.774668993648288506e-02,nan,nan
1.317934052035231174e-01,nan,1.152372252437462441e-01,nan,7.911412927218873514e-02,nan,nan
1.713623074342242592e-01,nan,1.243420406614205720e-01,nan,7.549405630842652426e-02,nan,nan
3.246106147183240864e-01,nan,2.014224393559435056e-01,nan,1.201505305523579981e-01,nan,nan
