3.606377912225438437e-03,nan,3.562801185426156623e-03,nan,1.256730931474439638e-03,nan,9.854380155162908821e-04,nan,3.721266824208828449e-04,nan,2.148484014038028157e-04,nan,1.430781080632669813e-04,nan,1.076109204398300755e-04,nan,6.925116871716383417e-05,nan,5.097495145252842777e-05,nan,4.850558360050343068e-05,nan,4.481850719093253969e-05,nan,4.812508608899287906e-05,nan,6.775788198130425623e-05,nan,5.238624681184278980e-05,nan,nan
2.515241282676175961e-03,nan,1.790047406309400744e-03,nan,9.929098013250010814e-04,nan,5.497492818342092748e-04,nan,3.118342447522527900e-04,nan,1.912031200800198534e-04,nan,1.292407371309661323e-04,nan,9.151600391740472658e-05,nan,6.450650298887385429e-05,nan,4.773952251340861705e-05,nan,3.679719535315770251e-05,nan,3.657672244318434674e-05,nan,4.478382808773983295e-05,nan,6.271415784632179777e-05,nan,4.875315933143128732e-05,nan,nan
3.309968890695489524e-03,nan,2.463547940447010157e-03,nan,1.516694332752983225e-03,nan,8.187391036649239442e-04,nan,5.086233681400706592e-04,nan,3.271740553420965825e-04,nan,2.263662328074080162e-04,nan,1.612781047190939342e-04,nan,1.160716942258646140e-04,nan,8.628344172389024039e-05,nan,6.654565674318054338e-05,nan,6.383960398327408973e-05,nan,8.094138302675484085e-05,nan,1.134668901591621076e-04,nan,8.850273478776040921e-05,nan,nan
3.890567893489660888e-03,nan,3.055038346706429996e-03,nan,2.143438958226725512e-03,nan,1.184366083464947908e-03,nan,7.917153648227961233e-04,nan,5.349940736133172725e-04,nan,3.825947155641311044e-04,nan,2.766690637440896543e-04,nan,2.022181981184767506e-04,nan,1.511212507563088297e-04,nan,1.168711563026658104e-04,nan,1.095890468595854636e-04,nan,1.418793527739519247e-04,nan,1.989553561200156737e-04,nan,1.555617179253783228e-04,nan,nan
4.502831873807503459e-03,nan,3.690116363722372762e-03,nan,2.834950216487886789e-03,nan,1.712087630206632913e-03,nan,1.204327299512570389e-03,nan,8.497095048843125590e-04,nan,6.284160989981729629e-04,nan,4.625093389484138777e-04,nan,3.420397392696787131e-04,nan,2.570189814362242530e-04,nan,1.996224568450886353e-04,nan,1.847798450726749378e-04,nan,2.414672603480956590e-04,nan,3.380481985371271408e-04,nan,2.646084443294820059e-04,nan,nan
5.457715285517349482e-03,nan,4.587579814279534041e-03,nan,3.689650000435306786e-03,nan,2.483426973651654476e-03,nan,1.812725241138441737e-03,nan,1.322139303289230489e-03,nan,1.004044813724194957e-03,nan,7.514891113919738115e-04,nan,5.611987155558537761e-04,nan,4.238259163018535274e-04,nan,3.308502426189475478e-04,nan,3.042262173564276129e-04,nan,3.981553684729948720e-04,nan,5.556565875560169360e-04,nan,4.350390477763092963e-04,nan,nan
6.777334650809496014e-03,nan,5.874476919908327467e-03,nan,4.860174516368678810e-03,nan,3.563195915566441576e-03,nan,2.688381018631911656e-03,nan,2.015415536615726248e-03,nan,1.558170386737522430e-03,nan,1.182444866724406381e-03,nan,8.916212891986877772e-04,nan,6.763130550210897903e-04,nan,5.303792123520852282e-04,nan,4.858236037102423065e-04,nan,6.343445336069540976e-04,nan,8.818350131501303743e-04,nan,6.903766607399480304e-04,nan,nan
8.447583237504123835e-03,nan,7.626720083222079428e-03,nan,6.435572239318842168e-03,nan,5.022123460147845039e-03,nan,3.901748093672108286e-03,nan,3.000059888609428026e-03,nan,2.346202184615675101e-03,nan,1.798456114858727490e-03,nan,1.370125511440938894e-03,nan,1.043489698705223111e-03,nan,8.205839201690649136e-04,nan,7.492339461520899175e-04,nan,9.745572026717933293e-04,nan,1.349193109151128941e-03,nan,1.056299659367827392e-03,nan,nan
1.067941351171377423e-02,nan,9.919651431219271911e-03,nan,8.541004968292182156e-03,nan,6.952275018907314898e-03,nan,5.534347299127529395e-03,nan,4.343145169405776378e-03,nan,3.424040313888418018e-03,nan,2.643627358093053863e-03,nan,2.034123368904551098e-03,nan,1.555236006269450659e-03,nan,1.223978128550084988e-03,nan,1.113506731539670204e-03,nan,1.441273398215573657e-03,nan,1.987688270296395117e-03,nan,1.556711674914634932e-03,nan,nan
1.387992719647764862e-02,nan,1.288075718115317195e-02,nan,1.131097000262697334e-02,nan,9.456931172100124100e-03,nan,7.666895313896489490e-03,nan,6.098753680678362793e-03,nan,4.839960782787957640e-03,nan,3.757605198795930038e-03,nan,2.914960302770742799e-03,nan,2.234795945500107819e-03,nan,1.757839651931503329e-03,nan,1.593254335757742900e-03,nan,2.049149687109670485e-03,nan,2.816460297993708499e-03,nan,2.206975158387998372e-03,nan,nan
1.816901847624963554e-02,nan,1.660224189239160181e-02,nan,1.479172175144543785e-02,nan,1.258737206516794688e-02,nan,1.033184032356876912e-02,nan,8.288508282740473382e-03,nan,6.616178864383905067e-03,nan,5.160119409285098338e-03,nan,4.026071022579169427e-03,nan,3.090571791098902388e-03,nan,2.428111771972461808e-03,nan,2.192482151185023639e-03,nan,2.798631561805520283e-03,nan,3.833569516819190521e-03,nan,3.006477563638954541e-03,nan,nan
2.293547319387032046e-02,nan,2.099710768985330392e-02,nan,1.887138243766220067e-02,nan,1.627279666297191257e-02,nan,1.348727744805756218e-02,nan,1.087244961630341560e-02,nan,8.722475766279248754e-03,nan,6.830534987359442554e-03,nan,5.349103931415899287e-03,nan,4.111392025519387990e-03,nan,3.227410778461502292e-03,nan,2.899571030385902654e-03,nan,3.670223372399813912e-03,nan,5.007936476161888723e-03,nan,3.933520890099561143e-03,nan,nan
2.747309946356872937e-02,nan,2.580841394370094952e-02,nan,2.329884150915685279e-02,nan,2.031452080907378624e-02,nan,1.697184201638641740e-02,nan,1.373201805171858116e-02,nan,1.106025623098193592e-02,nan,8.698402210942925497e-03,nan,6.827706503497654386e-03,nan,5.258842660468818209e-03,nan,4.125605784646901343e-03,nan,3.684684207661857031e-03,nan,4.620469225190051814e-03,nan,6.276289195316166886e-03,nan,4.939963832330897253e-03,nan,nan
3.159230584761161392e-02,nan,3.066547678387976719e-02,nan,2.774941661505639368e-02,nan,2.441111376161882174e-02,nan,2.047136133528526872e-02,nan,1.666995736330666861e-02,nan,1.346961556261364740e-02,nan,1.064658545420649194e-02,nan,8.371097946801247733e-03,nan,6.464004099763414300e-03,nan,5.067713164652278522e-03,nan,4.498591608991834093e-03,nan,5.582589587873088531e-03,nan,7.545645311200452690e-03,nan,5.952804306791284993e-03,nan,nan
3.519668264397173701e-02,nan,3.514832565998236152e-02,nan,3.188743672631905168e-02,nan,2.819738765703004232e-02,nan,2.375558740181340708e-02,nan,1.944426303540911297e-02,nan,1.576006914375623763e-02,nan,1.252448814745873648e-02,nan,9.863271629268722043e-03,nan,7.637524019978878496e-03,nan,5.984626597067826438e-03,nan,5.280129576411932667e-03,nan,6.477607918374881160e-03,nan,8.707610198723082437e-03,nan,6.885379993151715013e-03,nan,nan
