4.154831723072013178e-03,nan,1.752123386952419070e-03,nan,7.154703239502133941e-04,nan,3.236081768375850712e-04,nan,1.588461211221629484e-04,nan,1.207378778923725595e-04,nan,3.582980207745023888e-05,nan,1.786305898429454850e-05,nan,9.090571588166183314e-06,nan,4.700535243393872205e-06,nan,1.049031436606661828e-05,nan,nan
2.585291433210872535e-03,nan,1.278875674317652127e-03,nan,5.487410297489446779e-04,nan,2.522286966976344368e-04,nan,1.197015248820540510e-04,nan,5.778390113634592135e-05,nan,2.843165792941090267e-05,nan,1.362439867301198732e-05,nan,7.800905738990790097e-06,nan,3.423841595970574768e-06,nan,8.375409957907184048e-06,nan,nan
3.630771029664618937e-03,nan,1.798214052184496543e-03,nan,8.048779495463710687e-04,nan,3.642021983563437136e-04,nan,1.727151978740002684e-04,nan,8.169479285123546462e-05,nan,4.257101993482716835e-05,nan,1.976233912232049431e-05,nan,1.275274591107066636e-05,nan,4.776221695667256700e-06,nan,9.980644472519441431e-06,nan,nan
4.532683132818439431e-03,nan,2.265899726279810636e-03,nan,1.065490374298601111e-03,nan,4.718296614717348608e-04,nan,2.267937819254317740e-04,nan,1.088511885486697516e-04,nan,5.811171669669316269e-05,nan,2.660538877986708508e-05,nan,1.773454442938697241e-05,nan,6.223894857488177392e-06,nan,1.029073195605582274e-05,nan,nan
5.274282410054740959e-03,nan,2.697258344731842152e-03,nan,1.302811981004526817e-03,nan,5.764783481010888125e-04,nan,2.848318612151101692e-04,nan,1.408986605773948999e-04,nan,7.494009496294282082e-05,nan,3.547343234195672731e-05,nan,2.166907154516070099e-05,nan,8.198933871882463611e-06,nan,1.053638493748175711e-05,nan,nan
5.959210761789827775e-03,nan,3.200539785542487470e-03,nan,1.515474355099941583e-03,nan,6.882528416178528658e-04,nan,3.536652539836465832e-04,nan,1.799969271826335154e-04,nan,9.394299677304596846e-05,nan,4.829308341243275645e-05,nan,2.697729079683290539e-05,nan,1.127886884862426687e-05,nan,1.200827428882416283e-05,nan,nan
6.570789677777502148e-03,nan,3.586903410086711777e-03,nan,1.715219938157580299e-03,nan,8.036883610018200107e-04,nan,4.263210228731415452e-04,nan,2.228692444324527908e-04,nan,1.159102461887328450e-04,nan,6.509087154016669795e-05,nan,3.588555415264518464e-05,nan,1.609790948220468461e-05,nan,1.524419304384601307e-05,nan,nan
7.081701662941026001e-03,nan,3.822296838731973397e-03,nan,1.915171529332403881e-03,nan,9.204734352949977411e-04,nan,4.952255305213795018e-04,nan,2.685870917785206915e-04,nan,1.409850939271793950e-04,nan,8.294122841195855449e-05,nan,4.632982868374103589e-05,nan,2.396445628463587450e-05,nan,1.994166721084427360e-05,nan,nan
7.598521573189778201e-03,nan,4.151720048939729242e-03,nan,2.145098637022306663e-03,nan,1.055407153640288602e-03,nan,5.730023922309702240e-04,nan,3.203728221497369904e-04,nan,1.684984891097609377e-04,nan,9.929374173733068114e-05,nan,5.401982247532994749e-05,nan,3.339130597629054123e-05,nan,2.526343462339584829e-05,nan,nan
8.349435216498389198e-03,nan,4.669954860125818258e-03,nan,2.495867067316780760e-03,nan,1.246489357716679559e-03,nan,6.795220415998022741e-04,nan,3.835982763086218388e-04,nan,2.028266152096485232e-04,nan,1.182097176036338022e-04,nan,5.986991772524868531e-05,nan,3.653115786604486861e-05,nan,3.171407059217688101e-05,nan,nan
9.543619564809353514e-03,nan,5.521925568557430747e-03,nan,3.041747348008098494e-03,nan,1.530039980296999573e-03,nan,8.286899685459375373e-04,nan,4.666040177683549502e-04,nan,2.502566238078662809e-04,nan,1.446002104598223851e-04,nan,6.848200882707424332e-05,nan,3.981212521030125842e-05,nan,4.054215261024080236e-05,nan,nan
